#NAME?;Trade Close;% Move;Wmv;W%mv;Mthmv;Mth%mv;DMTmv
23/05/2016;1290,5;-1,21%;-21,75;-1,66%;31;2,46%;-5,79
20/05/2016;1306,25;0,21%;9,75;0,75%;55,25;4,42%;1,01
19/05/2016;1303,5;-0,29%;6,5;0,50%;76,75;6,26%;-1,38
18/05/2016;1307,25;-0,38%;3,25;0,25%;112,25;9,39%;-1,84
17/05/2016;1312,25;1,21%;2;0,15%;116;9,70%;5,79
16/05/2016;1296,5;-0,04%;-19,5;-1,48%;108,25;9,11%;-0,18
13/05/2016;1297;-0,54%;38,5;3,06%;101;8,44%;-2,57
12/05/2016;1304;-0,48%;37,25;2,94%;127,5;10,84%;-2,30
11/05/2016;1310,25;-0,44%;66;5,30%;141,75;12,13%;-2,11
10/05/2016;1316;4,57%;50;3,95%;159;13,74%;21,13
09/05/2016;1258,5;-0,65%;-3,5;-0,28%;113,75;9,94%;-3,03
06/05/2016;1266,75;1,81%;-9;-0,71%;118,5;10,32%;8,27
05/05/2016;1244,25;-1,72%;-17,5;-1,39%;99,25;8,67%;-7,99
04/05/2016;1266;0,32%;6,5;0,52%;112,25;9,73%;1,47
03/05/2016;1262;-1,08%;1,5;0,12%;103,5;8,93%;-5,05
02/05/2016;1275,75;1,11%;16,5;1,31%;124,75;10,84%;5,14
29/04/2016;1261,75;0,18%;20;1,61%;112,5;9,79%;0,83
28/04/2016;1259,5;-0,08%;31,25;2,54%;103,25;8,93%;-0,37
27/04/2016;1260,5;0,10%;1;0,08%;111,25;9,68%;0,46
26/04/2016;1259,25;1,41%;8,25;0,66%;108,5;9,43%;6,43
25/04/2016;1241,75;1,10%;15;1,22%;96,25;8,40%;4,96
22/04/2016;1228,25;-2,48%;33,25;2,78%;77,75;6,76%;-11,48
21/04/2016;1259,5;0,68%;63,25;5,29%;117,25;10,26%;3,12
20/04/2016;1251;1,98%;62,75;5,28%;113,25;9,95%;8,91
19/04/2016;1226,75;2,66%;30,75;2,57%;88,75;7,80%;11,67
18/04/2016;1195;-0,10%;18,5;1,57%;60,25;5,31%;-0,46
15/04/2016;1196,25;0,67%;27,75;2,37%;64;5,65%;2,94
14/04/2016;1188,25;-0,65%;31,25;2,70%;52,25;4,60%;-2,85
13/04/2016;1196;1,66%;51,25;4,48%;60;5,28%;7,17
12/04/2016;1176,5;0,68%;28,25;2,46%;47;4,16%;2,94
11/04/2016;1168,5;0,99%;23,5;2,05%;42,5;3,77%;4,23
08/04/2016;1157;1,07%;3,25;0,28%;32,25;2,87%;4,50
07/04/2016;1144,75;-0,30%;-13,75;-1,19%;22,75;2,03%;-1,29
06/04/2016;1148,25;0,28%;-2,75;-0,24%;29,5;2,64%;1,19
05/04/2016;1145;-0,76%;-4,25;-0,37%;41;3,71%;-3,22
04/04/2016;1153,75;-0,41%;-2,5;-0,22%;52;4,72%;-1,75
01/04/2016;1158,5;0,65%;9,25;0,80%;60,25;5,49%;2,76
31/03/2016;1151;0,15%;0,25;0,02%;49,75;4,52%;0,64
30/03/2016;1149,25;-0,61%;3,75;0,33%;45,5;4,12%;-2,57
29/03/2016;1156,25;0,61%;5,75;0,50%;50,5;4,57%;2,57
28/03/2016;1149,25;-0,13%;7;0,61%;36,75;3,30%;-0,55
24/03/2016;1150,75;0,46%;13;1,14%;37,5;3,37%;1,93
23/03/2016;1145,5;-0,43%;7,5;0,66%;21;1,87%;-1,84
22/03/2016;1150,5;0,72%;15,75;1,39%;29,5;2,63%;3,03
21/03/2016;1142,25;0,40%;10;0,88%;19,25;1,71%;1,65
18/03/2016;1137,75;-0,02%;1,75;0,15%;12,25;1,09%;-0,09
17/03/2016;1138;0,29%;2;0,18%;15,25;1,36%;1,19
16/03/2016;1134,75;0,22%;5,25;0,46%;18;1,61%;0,92
15/03/2016;1132,25;-0,33%;6,25;0,56%;14,75;1,32%;-1,38
14/03/2016;1136;0,00%;11,25;1,00%;29,75;2,69%;0,00
11/03/2016;1136;0,58%;14;1,25%;28,75;2,60%;2,39
10/03/2016;1129,5;0,31%;10,75;0,96%;23;2,08%;1,29
09/03/2016;1126;0,11%;22;1,99%;14,5;1,30%;0,46
08/03/2016;1124,75;0,25%;23;2,09%;6,25;0,56%;1,01
07/03/2016;1122;0,29%;23,75;2,16%;1,25;0,11%;1,19
04/03/2016;1118,75;1,34%;17,5;1,59%;-11,5;-1,02%;5,42
03/03/2016;1104;0,20%;0,25;0,02%;-20,75;-1,84%;0,83
02/03/2016;1101,75;0,32%;-4;-0,36%;-24,5;-2,18%;1,29
01/03/2016;1098,25;-0,27%;-14,25;-1,28%;-13,5;-1,21%;-1,10
29/02/2016;1101,25;-0,23%;-12;-1,08%;-25,75;-2,28%;-0,92
26/02/2016;1103,75;-0,18%;-20,75;-1,85%;-16,75;-1,49%;-0,73
25/02/2016;1105,75;-0,61%;-15,25;-1,36%;-18,75;-1,67%;-2,48
24/02/2016;1112,5;-0,07%;-10,5;-0,93%;-8;-0,71%;-0,28
23/02/2016;1113,25;-1,00%;-12,25;-1,09%;-9,25;-0,82%;-4,13
22/02/2016;1124,5;0,31%;1,75;0,16%;6,5;0,58%;1,29
19/02/2016;1121;-0,18%;4,25;0,38%;-6,5;-0,58%;-0,73
18/02/2016;1123;-0,22%;5,5;0,49%;0;0,00%;-0,92
17/02/2016;1125,5;0,24%;19,25;1,74%;-0,75;-0,07%;1,01
16/02/2016;1122,75;0,54%;15,5;1,40%;-1,25;-0,11%;2,20
12/02/2016;1116,75;-0,07%;10,25;0,93%;-1,75;-0,16%;-0,28
11/02/2016;1117,5;1,02%;6;0,54%;12,25;1,11%;4,13
10/02/2016;1106,25;-0,09%;-12,25;-1,10%;-3;-0,27%;-0,37
09/02/2016;1107,25;0,07%;-13,5;-1,20%;-1,25;-0,11%;0,28
08/02/2016;1106,5;-0,45%;-23,75;-2,10%;-2,25;-0,20%;-1,84
05/02/2016;1111,5;-0,63%;-13,25;-1,18%;10,25;0,93%;-2,57
04/02/2016;1118,5;-0,20%;-7,75;-0,69%;18,5;1,68%;-0,83
03/02/2016;1120,75;-0,84%;9;0,81%;12,5;1,13%;-3,49
02/02/2016;1130,25;0,49%;3,25;0,29%;16;1,44%;2,02
01/02/2016;1124,75;-0,13%;4,25;0,38%;15;1,35%;-0,55
29/01/2016;1126,25;1,30%;1,75;0,16%;21;1,90%;5,33
28/01/2016;1111,75;-1,35%;-8,75;-0,78%;-5,25;-0,47%;-5,60
27/01/2016;1127;0,58%;4,5;0,40%;2,25;0,20%;2,39
26/01/2016;1120,5;-0,36%;2,5;0,22%;-9;-0,80%;-1,47
25/01/2016;1124,5;0,36%;-3;-0,27%;-11;-0,97%;1,47
22/01/2016;1120,5;-0,18%;-2,5;-0,22%;-16,25;-1,43%;-0,73
21/01/2016;1122,5;0,40%;-3,75;-0,33%;0,75;0,07%;1,65
20/01/2016;1118;-0,84%;-6;-0,53%;10,75;0,97%;-3,49
19/01/2016;1127,5;0,40%;9;0,80%;15,75;1,42%;1,65
15/01/2016;1123;-0,29%;17,75;1,61%;3;0,27%;-1,19
14/01/2016;1126,25;0,20%;17;1,53%;8,5;0,76%;0,83
13/01/2016;1124;0,49%;15,5;1,40%;-1,25;-0,11%;2,02
12/01/2016;1118,5;1,20%;9,75;0,88%;-5,25;-0,47%;4,87
11/01/2016;1105,25;-0,36%;4;0,36%;-18,5;-1,65%;-1,47
08/01/2016;1109,25;0,07%;9,25;0,84%;-20;-1,77%;0,28
07/01/2016;1108,5;-0,02%;0,25;0,02%;-44,5;-3,86%;-0,09
06/01/2016;1108,75;0,68%;-5,5;-0,49%;-35,75;-3,12%;2,76
05/01/2016;1101,25;0,11%;-8,5;-0,77%;-38;-3,34%;0,46
04/01/2016;1100;-0,74%;-5,25;-0,48%;-36,25;-3,19%;-3,03
31/12/2015;1108,25;-0,54%;-8,75;-0,78%;-19,75;-1,75%;-2,20
30/12/2015;1114,25;0,41%;-10,5;-0,93%;-5,75;-0,51%;1,65
29/12/2015;1109,75;0,41%;-19,75;-1,75%;-12,5;-1,11%;1,65
28/12/2015;1105,25;-1,05%;-30,25;-2,66%;-5,5;-0,50%;-4,32
24/12/2015;1117;-0,69%;-19,75;-1,74%;5,75;0,52%;-2,85
23/12/2015;1124,75;-0,42%;3;0,27%;20,25;1,83%;-1,75
22/12/2015;1129,5;-0,53%;22,25;2,01%;22,5;2,03%;-2,20
21/12/2015;1135,5;-0,11%;23,75;2,14%;30,75;2,78%;-0,46
18/12/2015;1136,75;1,34%;16,75;1,50%;25,75;2,32%;5,51
17/12/2015;1121,75;1,31%;4;0,36%;15,25;1,38%;5,33
16/12/2015;1107,25;-0,40%;-18;-1,60%;5;0,45%;-1,65
15/12/2015;1111,75;-0,74%;-12;-1,07%;1,75;0,16%;-3,03
14/12/2015;1120;0,20%;-3,75;-0,33%;12,25;1,11%;0,83
11/12/2015;1117,75;-0,67%;-11,5;-1,02%;15,25;1,38%;-2,76
10/12/2015;1125,25;0,13%;-27,75;-2,41%;12;1,08%;0,55
09/12/2015;1123,75;0,00%;-20,75;-1,81%;9,5;0,85%;0,00
08/12/2015;1123,75;-0,49%;-15,5;-1,36%;12,75;1,15%;-2,02
07/12/2015;1129,25;-2,06%;-7;-0,62%;-1,75;-0,15%;-8,73
04/12/2015;1153;0,74%;25;2,22%;27;2,40%;3,12
03/12/2015;1144,5;0,46%;24,5;2,19%;18,75;1,67%;1,93
02/12/2015;1139,25;0,26%;17;1,51%;6,5;0,57%;1,10
01/12/2015;1136,25;0,73%;25,5;2,30%;9;0,80%;3,03
30/11/2015;1128;0,71%;16,75;1,51%;-1,75;-0,15%;2,94
27/11/2015;1120;-0,20%;15,5;1,40%;-18;-1,58%;-0,83
25/11/2015;1122,25;1,04%;15,25;1,38%;-9,25;-0,82%;4,23
24/11/2015;1110,75;-0,04%;6;0,54%;-32,25;-2,82%;-0,18
23/11/2015;1111,25;0,61%;0,25;0,02%;-36,75;-3,20%;2,48
20/11/2015;1104,5;-0,23%;-2;-0,18%;-50;-4,33%;-0,92
19/11/2015;1107;0,20%;4,75;0,43%;-38,25;-3,34%;0,83
18/11/2015;1104,75;-0,56%;-5,25;-0,47%;-35,5;-3,11%;-2,30
17/11/2015;1111;0,41%;3,25;0,29%;-36,5;-3,18%;1,65
16/11/2015;1106,5;0,39%;4;0,36%;-48;-4,16%;1,56
13/11/2015;1102,25;-0,70%;-11;-0,99%;-57,5;-4,96%;-2,85
12/11/2015;1110;0,20%;-4,25;-0,38%;-53,25;-4,58%;0,83
11/11/2015;1107,75;0,48%;-3,25;-0,29%;-29;-2,55%;1,93
10/11/2015;1102,5;-0,97%;-28,5;-2,52%;-32,5;-2,86%;-3,95
09/11/2015;1113,25;-0,09%;-12,75;-1,13%;-17,25;-1,53%;-0,37
06/11/2015;1114,25;0,29%;-11,5;-1,02%;-26;-2,28%;1,19
05/11/2015;1111;-1,77%;-21,75;-1,92%;-26,25;-2,31%;-7,35
04/11/2015;1131;0,44%;3,75;0,33%;-2,5;-0,22%;1,84
03/11/2015;1126;0,02%;-3,75;-0,33%;2,5;0,22%;0,09
02/11/2015;1125,75;-0,62%;-12,25;-1,08%;-0,75;-0,07%;-2,57
30/10/2015;1132,75;0,49%;1,25;0,11%;-8,5;-0,74%;2,02
29/10/2015;1127,25;-0,22%;-15,75;-1,38%;-6,25;-0,55%;-0,92
28/10/2015;1129,75;-0,72%;-18,25;-1,59%;3,75;0,33%;-3,03
27/10/2015;1138;0,57%;-16,5;-1,43%;-0,5;-0,04%;2,39
26/10/2015;1131,5;-1,01%;-13,75;-1,20%;14,25;1,28%;-4,23
23/10/2015;1143;-0,44%;2,75;0,24%;30;2,70%;-1,84
22/10/2015;1148;-0,56%;0,5;0,04%;37;3,33%;-2,39
21/10/2015;1154,5;0,81%;0;0,00%;31;2,76%;3,40
20/10/2015;1145,25;0,44%;-14,5;-1,25%;28,75;2,58%;1,84
19/10/2015;1140,25;-0,63%;-23;-1,98%;6,5;0,57%;-2,66
16/10/2015;1147,5;-0,61%;10,75;0,95%;11;0,97%;-2,57
15/10/2015;1154,5;-0,45%;19,5;1,72%;16,25;1,43%;-1,93
14/10/2015;1159,75;-0,30%;29,25;2,59%;26,25;2,32%;-1,29
13/10/2015;1163,25;2,33%;23;2,02%;39,75;3,54%;9,74
12/10/2015;1136,75;0,15%;-0,5;-0,04%;13,5;1,20%;0,64
09/10/2015;1135;0,40%;1,5;0,13%;13,5;1,20%;1,65
08/10/2015;1130,5;-0,86%;7;0,62%;2;0,18%;-3,58
07/10/2015;1140,25;0,26%;13,75;1,22%;24,5;2,20%;1,10
06/10/2015;1137,25;0,33%;-4;-0,35%;18,5;1,65%;1,38
05/10/2015;1133,5;0,89%;0;0,00%;10,25;0,91%;3,67
02/10/2015;1123,5;-0,27%;-2,5;-0,22%;0,25;0,02%;-1,10
01/10/2015;1126,5;-1,29%;-12;-1,05%;-10,25;-0,90%;-5,42
30/09/2015;1141,25;0,68%;24;2,15%;6,5;0,57%;2,85
29/09/2015;1133,5;0,67%;20,5;1,84%;5,25;0,47%;2,76
28/09/2015;1126;-1,10%;15;1,35%;11,75;1,05%;-4,59
25/09/2015;1138,5;1,90%;15;1,34%;11,5;1,02%;7,81
24/09/2015;1117,25;0,38%;0,75;0,07%;-6;-0,53%;1,56
23/09/2015;1113;0,18%;-20,75;-1,83%;-25,75;-2,26%;0,73
22/09/2015;1111;-1,11%;-25,5;-2,24%;-45,5;-3,93%;-4,59
21/09/2015;1123,5;0,63%;-14,75;-1,30%;-19,25;-1,68%;2,57
18/09/2015;1116,5;-1,52%;-17;-1,50%;-37;-3,21%;-6,34
17/09/2015;1133,75;-0,24%;10,25;0,91%;-32,5;-2,79%;-1,01
16/09/2015;1136,5;-0,15%;13,25;1,18%;-29,25;-2,51%;-0,64
15/09/2015;1138,25;0,42%;16,75;1,49%;-38;-3,23%;1,75
14/09/2015;1133,5;0,89%;5;0,44%;-25,75;-2,22%;3,67
11/09/2015;1123,5;0,02%;7,75;0,69%;-97,25;-7,97%;0,09
10/09/2015;1123,25;0,16%;4,5;0,40%;-120,5;-9,69%;0,64
09/09/2015;1121,5;-0,62%;-1,75;-0,16%;-91;-7,51%;-2,57
08/09/2015;1128,5;1,14%;5,25;0,47%;-64;-5,37%;4,69
04/09/2015;1115,75;-0,27%;-21;-1,85%;-86,75;-7,21%;-1,10
03/09/2015;1118,75;-0,40%;-16;-1,41%;-72,75;-6,11%;-1,65
02/09/2015;1123,25;0,00%;-5;-0,44%;-61,5;-5,19%;0,00
01/09/2015;1123,25;-1,19%;9;0,81%;-66,25;-5,57%;-4,96
31/08/2015;1136,75;0,18%;9,75;0,87%;-62,5;-5,21%;0,73
28/08/2015;1134,75;0,58%;11,5;1,02%;-57,75;-4,84%;2,39
27/08/2015;1128,25;1,26%;-10,5;-0,92%;-65,75;-5,51%;5,14
26/08/2015;1114,25;-1,13%;-42,25;-3,65%;-68,25;-5,77%;-4,69
25/08/2015;1127;0,33%;-15,75;-1,38%;-87,25;-7,19%;1,38
24/08/2015;1123,25;-1,36%;-30,25;-2,62%;-106,5;-8,66%;-5,70
21/08/2015;1138,75;-1,53%;-27,5;-2,36%;-106;-8,52%;-6,52
20/08/2015;1156,5;1,20%;-9,25;-0,79%;-97,5;-7,78%;5,05
19/08/2015;1142,75;-0,93%;-33,5;-2,85%;-106;-8,49%;-3,95
18/08/2015;1153,5;-1,09%;-5,75;-0,50%;-102,5;-8,16%;-4,69
17/08/2015;1166,25;0,04%;-54,5;-4,46%;-94;-7,46%;0,18
14/08/2015;1165,75;-0,89%;-78;-6,27%;-99,5;-7,86%;-3,86
13/08/2015;1176,25;1,47%;-36,25;-2,99%;-98;-7,69%;6,25
12/08/2015;1159,25;-5,04%;-33,25;-2,79%;-118,5;-9,27%;-22,60
11/08/2015;1220,75;-1,85%;18,25;1,52%;-50,75;-3,99%;-8,45
10/08/2015;1243,75;2,58%;52,25;4,39%;-21,25;-1,68%;11,48
07/08/2015;1212,5;1,68%;27,75;2,34%;-25;-2,02%;7,35
06/08/2015;1192,5;-0,83%;3;0,25%;-42,5;-3,44%;-3,67
05/08/2015;1202,5;0,92%;3,25;0,27%;-61,5;-4,87%;4,04
04/08/2015;1191,5;0,57%;-1;-0,08%;-88;-6,88%;2,48
03/08/2015;1184,75;-0,40%;-9,25;-0,77%;-94;-7,35%;-1,75
31/07/2015;1189,5;-0,81%;7;0,59%;-97;-7,54%;-3,58
30/07/2015;1199,25;0,57%;-15;-1,24%;-30;-2,44%;2,48
29/07/2015;1192,5;-0,13%;-37,25;-3,03%;-42,75;-3,46%;-0,55
28/07/2015;1194;0,97%;-50,75;-4,08%;-33;-2,69%;4,23
27/07/2015;1182,5;-2,61%;-71,5;-5,70%;-22,75;-1,89%;-11,67
24/07/2015;1214,25;-1,26%;-34,5;-2,76%;4,25;0,35%;-5,70
23/07/2015;1229,75;-1,21%;-26,25;-2,09%;21,25;1,76%;-5,51
22/07/2015;1244,75;-0,74%;-15,5;-1,23%;55,75;4,69%;-3,40
21/07/2015;1254;0,42%;-11,25;-0,89%;62,5;5,25%;1,93
20/07/2015;1248,75;-0,58%;-25,5;-2,00%;59,75;5,03%;-2,66
17/07/2015;1256;-0,34%;-21,75;-1,70%;79,25;6,73%;-1,56
16/07/2015;1260,25;-0,40%;-11,25;-0,88%;106,75;9,25%;-1,84
15/07/2015;1265,25;-0,71%;0,25;0,02%;111,75;9,69%;-3,31
14/07/2015;1274,25;-0,27%;36,75;2,97%;116,25;10,04%;-1,29
13/07/2015;1277,75;0,49%;42,75;3,46%;110,25;9,44%;2,30
10/07/2015;1271,5;0,51%;7,5;0,59%;102;8,72%;2,39
09/07/2015;1265;2,22%;-14,5;-1,13%;102,75;8,84%;10,10
08/07/2015;1237,5;0,20%;-41,25;-3,23%;81,75;7,07%;0,92
07/07/2015;1235;-2,29%;-51,5;-4,00%;70,5;6,05%;-10,66
06/07/2015;1264;-1,21%;34,75;2,83%;110,75;9,60%;-5,70
02/07/2015;1279,5;0,06%;44,25;3,58%;120,75;10,42%;0,28
01/07/2015;1278,75;-0,60%;51,75;4,22%;134,75;11,78%;-2,85
30/06/2015;1286,5;4,66%;81,25;6,74%;134,5;11,68%;21,04
29/06/2015;1229,25;-0,49%;19,25;1,59%;85,25;7,45%;-2,20
26/06/2015;1235,25;0,67%;26,75;2,21%;90,25;7,88%;3,03
25/06/2015;1227;1,80%;38;3,20%;86,5;7,58%;7,99
24/06/2015;1205,25;-0,39%;13,75;1,15%;63;5,52%;-1,75
23/06/2015;1210;0,12%;21;1,77%;53,5;4,63%;0,55
22/06/2015;1208,5;1,64%;31,75;2,70%;49,25;4,25%;7,17
19/06/2015;1189;-0,21%;35,5;3,08%;24,75;2,13%;-0,92
18/06/2015;1191,5;0,21%;38;3,29%;19;1,62%;0,92
17/06/2015;1189;1,04%;31;2,68%;17,75;1,52%;4,50
16/06/2015;1176,75;2,02%;9,25;0,79%;1,75;0,15%;8,54
15/06/2015;1153,5;0,00%;-16;-1,37%;-21,75;-1,85%;0,00
12/06/2015;1153,5;-0,39%;-8,75;-0,75%;-20;-1,70%;-1,65
11/06/2015;1158;-0,81%;2,25;0,19%;-34;-2,85%;-3,49
10/06/2015;1167,5;-0,17%;3;0,26%;-26,75;-2,24%;-0,73
09/06/2015;1169,5;0,62%;16,25;1,41%;-23,5;-1,97%;2,66
08/06/2015;1162,25;0,56%;3,5;0,30%;-38,25;-3,19%;2,39
05/06/2015;1155,75;-0,75%;11,75;1,03%;-47;-3,91%;-3,22
04/06/2015;1164,5;0,98%;12,5;1,09%;-29,75;-2,49%;4,13
03/06/2015;1153,25;-0,47%;9,25;0,81%;-29,5;-2,49%;-2,02
02/06/2015;1158,75;1,29%;13,75;1,20%;-35,25;-2,95%;5,42
01/06/2015;1144;-0,69%;3,5;0,31%;-62;-5,14%;-2,94
29/05/2015;1152;0,70%;9,75;0,85%;-43,25;-3,62%;2,94
28/05/2015;1144;-0,09%;-12,5;-1,08%;-47;-3,95%;-0,37
27/05/2015;1145;0,39%;-14,25;-1,23%;-43,75;-3,68%;1,65
26/05/2015;1140,5;-0,15%;-23,75;-2,04%;-57,5;-4,80%;-0,64
22/05/2015;1142,25;-1,23%;-30,25;-2,58%;-47,5;-3,99%;-5,24
21/05/2015;1156,5;-0,24%;-14,75;-1,26%;-38,25;-3,20%;-1,01
20/05/2015;1159,25;-0,43%;-15,75;-1,34%;-38,25;-3,19%;-1,84
19/05/2015;1164,25;-0,70%;-11;-0,94%;-25,25;-2,12%;-3,03
18/05/2015;1172,5;0,11%;-1;-0,09%;-14,5;-1,22%;0,46
15/05/2015;1171,25;-0,32%;-20,75;-1,74%;-14,5;-1,22%;-1,38
14/05/2015;1175;-0,02%;-19,25;-1,61%;-6;-0,51%;-0,09
13/05/2015;1175,25;0,15%;-17,75;-1,49%;5,75;0,49%;0,64
12/05/2015;1173,5;-1,55%;-27;-2,25%;1,25;0,11%;-6,80
11/05/2015;1192;-0,19%;-10,75;-0,89%;17,75;1,51%;-0,83
08/05/2015;1194,25;0,10%;0;0,00%;2;0,17%;0,46
07/05/2015;1193;-0,62%;10,25;0,87%;1,25;0,10%;-2,76
06/05/2015;1200,5;-0,19%;6,5;0,54%;1,25;0,10%;-0,83
05/05/2015;1202,75;0,71%;-3,25;-0,27%;-4;-0,33%;3,12
04/05/2015;1194,25;0,97%;-1;-0,08%;-12,5;-1,04%;4,23
01/05/2015;1182,75;-0,94%;-8,25;-0,69%;-27,75;-2,29%;-4,13
30/04/2015;1194;-1,00%;5,25;0,44%;0;0,00%;-4,41
29/04/2015;1206;0,90%;8;0,67%;17,5;1,47%;3,95
28/04/2015;1195,25;0,36%;5,5;0,46%;7,25;0,61%;1,56
27/04/2015;1191;0,19%;-3,75;-0,31%;-4,25;-0,36%;0,83
24/04/2015;1188,75;-0,77%;-8,75;-0,73%;-10,75;-0,90%;-3,40
23/04/2015;1198;0,69%;8,5;0,71%;-4,5;-0,37%;3,03
22/04/2015;1189,75;-0,42%;2,75;0,23%;-14,5;-1,20%;-1,84
21/04/2015;1194,75;-0,23%;9;0,76%;0,25;0,02%;-1,01
20/04/2015;1197,5;0,67%;16,5;1,40%;15;1,27%;2,94
17/04/2015;1189,5;0,21%;20;1,71%;3,75;0,32%;0,92
16/04/2015;1187;0,11%;14,75;1,26%;11,75;1,00%;0,46
15/04/2015;1185,75;0,40%;11,5;0,98%;-4,25;-0,36%;1,75
14/04/2015;1181;0,98%;-11,25;-0,94%;-13,75;-1,15%;4,23
13/04/2015;1169,5;-0,23%;-22,25;-1,87%;-41,75;-3,45%;-1,01
10/04/2015;1172,25;-0,17%;-27;-2,25%;-41,25;-3,40%;-0,73
09/04/2015;1174,25;-1,51%;-32,5;-2,69%;-31;-2,57%;-6,61
08/04/2015;1192,25;0,04%;-14,5;-1,20%;-21,75;-1,79%;0,18
07/04/2015;1191,75;-0,63%;-18,75;-1,55%;-14;-1,16%;-2,76
06/04/2015;1199,25;-0,62%;5,25;0,44%;-7;-0,58%;-2,76
03/04/2015;1206,75;0,00%;18,25;1,54%;-8;-0,66%;0,00
02/04/2015;1206,75;-0,31%;18,75;1,58%;-26,25;-2,13%;-1,38
01/04/2015;1210,5;1,38%;15,25;1,28%;-24;-1,94%;6,06
31/03/2015;1194;0,46%;-5,5;-0,46%;-58,5;-4,67%;2,02
30/03/2015;1188,5;0,04%;-14;-1,16%;-58,75;-4,71%;0,18
27/03/2015;1188;-0,61%;-16,25;-1,35%;-43,5;-3,53%;-2,66
26/03/2015;1195,25;-0,35%;0,75;0,06%;-44,25;-3,57%;-1,56
25/03/2015;1199,5;-0,25%;17;1,44%;-22,75;-1,86%;-1,10
24/03/2015;1202,5;-0,15%;16,75;1,41%;-20,5;-1,68%;-0,64
23/03/2015;1204,25;0,82%;29;2,47%;-27,75;-2,25%;3,58
20/03/2015;1194,5;1,01%;4,5;0,38%;-25,5;-2,09%;4,41
19/03/2015;1182,5;-0,27%;-12,25;-1,03%;-50;-4,06%;-1,19
18/03/2015;1185,75;0,89%;-25,5;-2,11%;-29,75;-2,45%;3,86
17/03/2015;1175,25;-1,24%;-38,25;-3,15%;-32,25;-2,67%;-5,42
16/03/2015;1190;-0,40%;-15,25;-1,27%;-11,5;-0,96%;-1,75
13/03/2015;1194,75;-1,36%;-19,25;-1,59%;2;0,17%;-6,06
12/03/2015;1211,25;-0,19%;5,5;0,46%;9;0,75%;-0,83
11/03/2015;1213,5;0,68%;7,25;0,60%;16,25;1,36%;3,03
10/03/2015;1205,25;-0,72%;-9,5;-0,78%;0,25;0,02%;-3,22
09/03/2015;1214;0,68%;-19;-1,54%;18,25;1,53%;3,03
06/03/2015;1205,75;-0,04%;-28,75;-2,33%;-5;-0,41%;-0,18
05/03/2015;1206,25;-0,70%;-46,25;-3,69%;23;1,94%;-3,12
04/03/2015;1214,75;-1,48%;-32,5;-2,61%;30;2,53%;-6,71
03/03/2015;1233;-0,12%;1,5;0,12%;41;3,44%;-0,55
02/03/2015;1234,5;-1,44%;-5;-0,40%;40,5;3,39%;-6,61
27/02/2015;1252,5;0,42%;30,25;2,47%;55;4,59%;1,93
26/02/2015;1247,25;1,28%;24,25;1,98%;40;3,31%;5,79
25/02/2015;1231,5;-0,65%;-0,5;-0,04%;35;2,93%;-2,94
24/02/2015;1239,5;1,41%;19,5;1,60%;39;3,25%;6,34
23/02/2015;1222,25;-0,06%;-10,25;-0,83%;15;1,24%;-0,28
20/02/2015;1223;-0,73%;7,5;0,62%;17,25;1,43%;-3,31
19/02/2015;1232;0,98%;24,5;2,03%;16,5;1,36%;4,41
18/02/2015;1220;-1,01%;18,5;1,54%;5,25;0,43%;-4,59
17/02/2015;1232,5;1,40%;39,75;3,33%;-0,5;-0,04%;6,25
13/02/2015;1215,5;0,66%;13,25;1,10%;-12,25;-1,00%;2,94
12/02/2015;1207,5;0,50%;10,25;0,86%;-32,25;-2,60%;2,20
11/02/2015;1201,5;0,73%;-3,5;-0,29%;-74,5;-5,84%;3,22
10/02/2015;1192,75;-0,79%;-3;-0,25%;-79,25;-6,23%;-3,49
09/02/2015;1202,25;0,42%;-8,5;-0,70%;-77,75;-6,07%;1,84
06/02/2015;1197,25;-0,64%;14;1,18%;-82,25;-6,43%;-2,85
05/02/2015;1205;0,77%;20,25;1,71%;-64;-5,04%;3,40
04/02/2015;1195,75;-1,24%;3,75;0,31%;-35,5;-2,88%;-5,51
03/02/2015;1210,75;2,32%;16,75;1,40%;-36,5;-2,93%;10,10
02/02/2015;1183,25;-0,13%;-14,25;-1,19%;-84,5;-6,67%;-0,55
30/01/2015;1184,75;-0,61%;-22,5;-1,86%;-87,75;-6,90%;-2,66
29/01/2015;1192;-0,17%;-4,5;-0,38%;-85,75;-6,71%;-0,73
28/01/2015;1194;-0,29%;-6,5;-0,54%;-65;-5,16%;-1,29
27/01/2015;1197,5;-0,81%;-9,75;-0,81%;-72;-5,67%;-3,58
26/01/2015;1207,25;0,90%;1,5;0,12%;-62,25;-4,90%;3,95
23/01/2015;1196,5;-0,33%;-19;-1,56%;-65,75;-5,21%;-1,47
22/01/2015;1200,5;-0,56%;-14,25;-1,17%;-66,5;-5,25%;-2,48
21/01/2015;1207,25;0,12%;-25,75;-2,09%;-51,75;-4,11%;0,55
20/01/2015;1205,75;-0,80%;-22;-1,79%;-49,25;-3,92%;-3,58
16/01/2015;1215,5;0,06%;-24,25;-1,96%;-54,25;-4,27%;0,28
15/01/2015;1214,75;-1,48%;-61,25;-4,80%;-62,75;-4,91%;-6,71
14/01/2015;1233;0,43%;-39;-3,07%;-39,5;-3,10%;1,93
13/01/2015;1227,75;-0,97%;-52,25;-4,08%;-34,5;-2,73%;-4,41
